comp_id,bioactivity,data_split,smiles,comp_id_FAIL
HESPERIDIN,0,train,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,comp1162
FOSINOPRIL SODIUM,0,train,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)[O-])C(C)C.[Na+],comp1163
SIROLIMUS,0,train,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,comp1164
DEXPROPRANOLOL HYDROCHLORIDE [R(+)],0,train,CC(C)NCC(O)COc1cccc2ccccc12.Cl,comp1165
METHYL PARABEN,0,validation,COC(=O)c1ccc(O)cc1,comp1166
"6,4'-DIHYDROXYFLAVONE",0,train,O=c1cc(-c2ccc(O)cc2)oc2ccc(O)cc12,comp1167
DILOXANIDE FUROATE,0,test,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,comp1168
CADAVERINE TARTRATE,0,train,NCCCN.O=C(O)C(O)C(O)C(=O)O,comp1169
ANASTROZOLE,0,train,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,comp1170
MEFENAMIC ACID,0,train,Cc1cccc(Nc2ccccc2C(=O)O)c1C,comp1171
BUTAMBEN,0,train,CCCCOC(=O)c1ccc(N)cc1,comp1172
FENOTEROL HYDROBROMIDE,0,train,Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,comp1173
CYSTEINE HYDROCHLORIDE,0,train,Cl.NC(CS)C(=O)O,comp1174
ROCCELLIC ACID,0,train,CCCCCCCCCCCCC(C(=O)O)C(C)C(=O)O,comp1175
URSOLIC ACID,0,validation,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,comp1176
CAMPHOR,0,train,CC12CCC(CC1=O)C2(C)C,comp1177
DINITOLMIDE,0,train,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],comp1178
KETOPROFEN,0,train,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,comp1179
PHENAZOPYRIDINE HYDROCHLORIDE,0,train,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,comp1180
DICHLORVOS,0,train,COP(=O)(OC)OC=C(Cl)Cl,comp1181
THIOPHANATE METHYL,0,train,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,comp1182
CLONIXIN,0,train,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,comp1183
ARIPIPRAZOLE,0,train,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,comp1184
DEXLANSOPRAZOLE,0,train,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,comp1185
ORPHENADRINE CITRATE,0,train,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,comp1186
GAMBOGIC ACID,0,train,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4=O)C3=O,comp1187
URIDINE,0,train,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,comp1188
HYDROCORTISONE ACETATE,0,train,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,comp1189
NIALAMIDE,0,train,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,comp1190
CHLORAMBUCIL,0,train,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,comp1191
TRYPTAMINE,0,train,NCCc1c[nH]c2ccccc12,comp1192
HEPARIN SODIUM,0,train,NC1C(OC2C(C(=O)[O-])OC(COC3C(CO)OC(O)C(O)C3O)C(OS(=O)(=O)[O-])C2O)OC(COS(=O)(=O)[O-])C(O)C1O,comp1193
FOMEPIZOLE HYDROCHLORIDE,0,train,Cc1cn[nH]c1.Cl,comp1194
COLCHICINE,0,train,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,comp1195
BENZOYLPAS,0,train,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,comp1196
GITOXIGENIN DIACETATE,0,train,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C4=CC(=O)OC4)C(OC(C)=O)CC32O)C1,comp1197
CHLOROTHIAZIDE,0,train,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,comp1198
DICYCLOHEXYLUREA,0,train,O=C(NC1CCCCC1)NC1CCCCC1,comp1199
LOPERAMIDE HYDROCHLORIDE,0,train,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl,comp1200
PYROCATECHUIC ACID,0,train,O=C(O)c1cccc(O)c1O,comp1201
GLYCYLGLYCINE,0,train,NCC(=O)NCC(=O)O,comp1202
PELLETIERINE HYDROCHLORIDE,0,validation,CC(=O)CC1CCCCN1.Cl,comp1203
POTASSIUM p-AMINOBENZOATE,0,train,Nc1ccc(C(=O)[O-])cc1.[K+],comp1204
BENACTYZINE HYDROCHLORIDE,0,train,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,comp1205
METHENAMINE,0,train,C1N2CN3CN1CN(C2)C3,comp1206
MEPIROXOL,0,train,[O-][n+]1cccc(CO)c1,comp1207
DENATONIUM BENZOATE,0,train,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=C([O-])c1ccccc1,comp1208
BACCATIN III,0,train,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(O)C(C)=C1C2(C)C,comp1209
"ANDROSTA-1,4-DIEN-3,17-DIONE",0,test,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12,comp1210
CHLORPROPAMIDE,0,train,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,comp1211
DIHYDROFOLIC ACID,0,train,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)=N2,comp1212
PIDOTIMOD,0,train,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,comp1213
COTARNINE CHLORIDE,0,train,COc1c2c(cc3c1OCO3)CC[N+](C)=C2.[Cl-],comp1214
BENZYLHYDRAZINE HYDROCHLORIDE,0,train,Cl.NNCc1ccccc1,comp1215
GARLICIN,0,train,C=CCSSCC=C,comp1216
BENZOCLIDINE,0,train,O=C(OC1CN2CCC1CC2)c1ccccc1,comp1217
AMINOPHYLLINE,0,test,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,comp1218
CEFIXIME,0,train,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,comp1219
THEOBROMINE,0,train,Cn1cnc2c1c(=O)[nH]c(=O)n2C,comp1220
CILNIDIPINE,0,validation,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,comp1221
PICONOL,0,test,OCc1ccccn1,comp1222
OROTIC ACID,0,train,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,comp1223
DIPYRONE,0,train,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],comp1224
SENNOSIDE A,0,validation,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,comp1225
TRIACETIN,0,train,CC(=O)OCC(COC(C)=O)OC(C)=O,comp1226
GLYCERIN,0,train,OCC(O)CO,comp1227
HYDRALAZINE HYDROCHLORIDE,0,train,Cl.NNc1nncc2ccccc12,comp1228
PROCAINAMIDE HYDROCHLORIDE,0,validation,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl,comp1229
MEXENEONE,0,test,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,comp1230
ISOGINKGETIN,0,test,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1,comp1231
EDOXABAN TOSYLATE HYDRATE,0,train,CN1CCc2nc(C(=O)NC3CC(C(=O)N(C)C)CCC3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1.O,comp1232
DESOXYCORTICOSTERONE ACETATE,0,train,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,comp1233
MEROGEDUNIN,0,train,CC1=C2C(O)C(=O)OC3CC4C(C)(C)C(=O)C=CC4(C)C(CC1)C23C,comp1234
TRICHLORMETHIAZIDE,0,validation,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,comp1235
SULFANITRAN,0,train,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,comp1236
IPRONIAZID PHOSPHATE,0,train,CC(C)NNC(=O)c1ccncc1.O=P(O)(O)O,comp1237
VINDOLINE,0,train,CCC12C=CCN3CCC4(c5ccc(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32,comp1238
alpha-LAPACHONE,0,train,CC1(C)CCC2=C(O1)C(=O)c1ccccc1C2=O,comp1239
ELTROMBOPAG,0,train,CC1=NN(c2ccc(C)c(C)c2)C(=O)C1=NNc1cccc(-c2cccc(C(=O)O)c2)c1O,comp1240
SELEGILINE HYDROCHLORIDE,0,train,C#CCN(C)C(C)Cc1ccccc1.Cl,comp1241
METHICILLIN SODIUM,0,test,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],comp1242
ISOSORBIDE DINITRATE,0,validation,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,comp1243
HYDRASTININE HYDROCHLORIDE,0,train,CN1CCc2cc3c(cc2C1O)OCO3.Cl,comp1244
POMIFERIN,0,train,CC(C)=CCc1c2c(c3occ(-c4ccc(O)c(O)c4)c(=O)c3c1O)C=CC(C)(C)O2,comp1245
ACARBOSE,0,test,CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,comp1246
LOSARTAN,0,validation,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,comp1247
ESTRADIOL,0,validation,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,comp1248
ETHYL DICHLOROORSELLINATE,0,test,CCOC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O,comp1249
EMPAGLIFLOZIN,0,train,OC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(O)C(O)C1O,comp1250
MITRAPHYLLINE,0,train,COC(=O)C1=COC(C)C2CN3CCC4(C(=O)Nc5ccccc54)C3CC12,comp1251
LACTOSE MONOHYDRATE,0,train,O.OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,comp1252
TESTOSTERONE,0,train,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,comp1253
MESALAMINE,0,train,Nc1ccc(O)c(C(=O)O)c1,comp1254
DIMINAZENE ACETURATE,0,train,CC(=O)NCC(=O)O.CC(=O)NCC(=O)O.N=C(N)c1ccc(N=NNc2ccc(C(=N)N)cc2)cc1,comp1255
BATYL ALCOHOL,0,train,CCCCCCCCCCCCCCCCCCOCC(O)CO,comp1256
OUABAIN OCTAHYDRATE,0,validation,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O.O.O.O.O.O.O.O.O,comp1257
SOLIFENACIN SUCCINATE,0,validation,O=C(O)CCC(=O)O.O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,comp1258
XYLOSE,0,train,O=CC(O)C(O)C(O)CO,comp1259
DIPHENYLPYRALINE HYDROCHLORIDE,0,train,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,comp1260
ANTIPYRINE,0,train,Cc1cc(=O)n(-c2ccccc2)n1C,comp1261
ROTENONE,0,train,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,comp1262
BUTYLATED HYDROXYTOLUENE,0,train,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,comp1263
CYSTINE,0,train,NC(CSSCC(N)C(=O)O)C(=O)O,comp1264
PAMABROM,0,train,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,comp1265
NYLIDRIN HYDROCHLORIDE,0,train,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,comp1266
QUININE,0,train,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,comp1267
TRIBROMOETHANOL,0,train,OCC(Br)(Br)Br,comp1268
SUBERIC ACID,0,train,O=C(O)CCCCCCC(=O)O,comp1269
4-NONYLPHENOL,0,train,CCCCCCCCCc1ccc(O)cc1,comp1270
IZALPININ,0,validation,COc1cc(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1,comp1271
BITOSCANATE,0,train,S=C=Nc1ccc(N=C=S)cc1,comp1272
DOXORUBICIN,0,train,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,comp1273
EDOXUDINE,0,train,CCc1cn(C2OCC(O)C2CO)c(=O)nc1O,comp1274
CHOLESTEROL,0,train,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,comp1275
DIMETHADIONE,0,train,CC1(C)OC(=O)NC1=O,comp1276
ANDROSTERONE,0,train,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,comp1277
BRETYLIUM TOSYLATE,0,train,CC[N+](C)(C)Cc1ccc(Br)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,comp1278
CARBARSONE,0,train,NC(=O)Nc1ccc([As](=O)(O)O)cc1,comp1279
PERINDOPRILAT,0,train,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,comp1280
TRIFLUOPERAZINE HYDROCHLORIDE,0,train,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,comp1281
EPIRUBICIN HYDROCHLORIDE,0,validation,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1.Cl,comp1282
GALANGIN TRIMETHYL ETHER,0,validation,COc1cc(OC)c2c(=O)c(OC)c(-c3ccccc3)oc2c1,comp1283
FROVATRIPTAN SUCCINATE,0,train,CNC1CCC2Nc3ccc(C(N)=O)cc3C2C1.O=C(O)CCC(=O)O,comp1284
ROBUSTIC ACID,0,train,COc1ccc(-c2c(O)c3c(OC)c4c(cc3oc2=O)OC(C)(C)C=C4)cc1,comp1285
DIMETHYLFRAXETIN,0,train,COc1cc2ccc(=O)oc2c(OC)c1OC,comp1286
PREDNISOLONE ACETATE,0,train,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,comp1287
PIPERINE,0,train,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,comp1288
ETOPOSIDE,0,train,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,comp1289
SALVINORIN A,0,train,COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,comp1290
ADAPALENE,0,train,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,comp1291
SULFISOMIDINE,0,train,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,comp1292
NIFENAZONE,0,train,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,comp1293
ARISTOLOCHIC ACID,0,train,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,comp1294
AGMATINE SULFATE,0,train,N=C(N)NCCCCN.O=S(=O)(O)O,comp1295
PRAZOSIN HYDROCHLORIDE [10mg],0,train,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,comp1296
PHENOXYBENZAMINE HYDROCHLORIDE,0,train,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,comp1297
DOCUSATE SODIUM,0,train,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],comp1298
CARAPIN-8(9)-ENE,0,train,COC(=O)CC1C(C)(C)C(=O)C2CC3=C(CCC4(C)C3=CC(=O)OC4c3ccoc3)C1(C)C2=O,comp1299
EVOXINE,0,train,COc1c2ccoc2nc2c(OC)c(OCC(O)C(C)(C)O)ccc12,comp1300
3alpha-ACETOXYDIHYDRODEOXYGEDUNIN,0,validation,CC(=O)OC1CCC2(C)C(CC(OC(C)=O)C3(C)C4=CC(=O)OC(c5ccoc5)C4(C)CCC23)C1(C)C,comp1301
DOPAMINE HYDROCHLORIDE,0,train,Cl.NCCc1ccc(O)c(O)c1,comp1302
TRIMETHOBENZAMIDE HYDROCHLORIDE,0,train,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,comp1303
GIBBERELLIC ACID,0,train,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,comp1304
BISABOLOL,0,test,CC(C)=CCCC(C)(O)C1CC=C(C)CC1,comp1305
CHROMOCARB,0,train,O=C(O)c1cc(=O)c2ccccc2o1,comp1306
NEFIRACETAM,0,train,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,comp1307
GOSSYPOL,0,train,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,comp1308
EFLOXATE,0,train,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,comp1309
CETILISAT,0,train,CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1,comp1310
DEBRISOQUIN SULFATE,0,train,N=C(N)N1CCc2ccccc2C1.O=S(=O)(O)O,comp1311
CITRIC ACID,0,validation,O=C(O)CC(O)(CC(=O)O)C(=O)O,comp1312
UMBELLIFERONE,0,train,O=c1ccc2ccc(O)cc2o1,comp1313
ETHION,0,validation,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,comp1314
TROSPIUM CHLORIDE,0,train,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1.[Cl-],comp1315
PIPERAZINE,0,train,C1CNCCN1,comp1316
LOFEXIDINE  HYDROCHLORIDE,0,train,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1.Cl,comp1317
VISNAGIN,0,train,COc1c2ccoc2cc2oc(C)cc(=O)c12,comp1318
LUNARINE,0,validation,O=C1CCC23C=CC(=O)NCCCCNCCCNC(=O)C=Cc4ccc(c2c4)OC3C1,comp1319
AMPHOTERICIN B,0,train,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,comp1320
NALIDIXIC ACID,0,validation,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,comp1321
BEZAFIBRATE,0,train,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,comp1322
GOSSYPOL-ACETIC ACID COMPLEX,0,train,CC(=O)O.Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,comp1323
PREDNISONE,0,train,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,comp1324
XANTHYLETIN,0,test,CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1,comp1325
HALOPERIDOL,0,validation,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,comp1326
OLEANOLIC ACID ACETATE,0,train,CC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C(=O)O)CCC23C)C1(C)C,comp1327
ACEDOBEN,0,test,CC(=O)Nc1ccc(C(=O)O)cc1,comp1328
PAROXYPROPIONE,0,test,CCC(=O)c1ccc(O)cc1,comp1329
KOJIC ACID,0,train,O=c1cc(CO)occ1O,comp1330
STRYCHNINE SULFATE,0,train,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46.O=S(=O)(O)O,comp1331
AMSACRINE,0,train,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,comp1332
GUANFACINE HYDROCHLORIDE,0,train,Cl.NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,comp1333
CELASTROL,0,train,CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C,comp1334
AZAPERONE,0,train,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,comp1335
LOPINAVIR,0,test,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,comp1336
OXIRACETAM,0,train,NC(=O)CN1CC(O)CC1=O,comp1337
PHENYL AMINOSALICYLATE,0,train,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,comp1338
CYCLOTHIAZIDE,0,train,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,comp1339
RABEPRAZOLE SODIUM,0,train,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C.[Na+],comp1340
DEGUELIN(-),0,train,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)C=CC(C)(C)O4,comp1341
SALICIN,0,train,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,comp1342
BIXIN,0,test,COC(=O)C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC(=O)O,comp1343
QUINESTROL,0,train,C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C,comp1344
SINAPIC ACID,0,train,COc1cc(C=CC(=O)O)cc(OC)c1O,comp1345
ELETRIPTAN HYDROBROMIDE,0,test,Br.CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,comp1346
DALBERGIONE,0,train,C=CC(C1=CC(=O)C=CC1=O)c1ccccc1,comp1347
URSOLOLACTONE ACETATE,0,train,CC(=O)OC1CCC2(C)C(CCC3(C)C2CCC24OC(=O)C5(CCC(C)C(C)C52)CCC34C)C1(C)C,comp1348
ISOXSUPRINE HYDROCHLORIDE,0,train,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,comp1349
FIPEXIDE HYDROCHLORIDE,0,train,Cl.O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,comp1350
CLOBETASOL PROPIONATE,0,train,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,comp1351
ISOLIQUIRITIGENIN,0,train,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,comp1352
TRANYLCYPROMINE SULFATE,0,train,NC1CC1c1ccccc1.O=S(=O)(O)O,comp1353
TUAMINOHEPTANE SULFATE,0,train,CCCCCC(C)N.O=S(=O)(O)O,comp1354
PYRETHRINS,0,train,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,comp1355
LYSINE (L) HYDROCHLORIDE,0,train,Cl.NCCCCC(N)C(=O)O,comp1356
AMILORIDE HYDROCHLORIDE,0,train,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,comp1357
PHENFORMIN HYDROCHLORIDE,0,train,Cl.N=C(N)NC(=N)NCCc1ccccc1,comp1358
DAUNORUBICIN HYDROCHLORIDE,0,train,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1.Cl,comp1359
TRAMADOL HYDROCHLORIDE,0,train,COc1cccc(C2(O)CCCCC2CN(C)C)c1.Cl,comp1360
CYCLOSERINE (D),0,train,NC1CONC1=O,comp1361
PANTOTHENIC ACID(d) Na salt,0,train,CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].[Na+],comp1362
LUMIRACOXIB,0,test,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,comp1363
GLUTAMINE (L) HYDROCHLORIDE,0,train,Cl.NC(=O)CCC(N)C(=O)O,comp1364
OCTODRINE,0,test,CC(C)CCCC(C)N,comp1365
HYDROCORTISONE,0,train,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,comp1366
TRICAINE MESYLATE,0,train,CCOC(=O)c1cccc(N)c1.CS(=O)(=O)O,comp1367
BENZTROPINE MESYLATE,0,train,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O,comp1368
ACETOHEXAMIDE,0,train,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,comp1369
FOSCARNET SODIUM,0,train,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],comp1370
SODIUM MONOFLUOROPHOSPHATE,0,train,O=P([O-])([O-])F.[Na+].[Na+],comp1371
ASTAXANTHIN,0,train,CC(C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C,comp1372
CEPHALEXIN,0,train,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,comp1373
OXIGLUTATIONE,0,train,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,comp1374
WILFORLIDE A,0,train,CC12CC(OC1=O)C1(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C1C2,comp1375
LINDANE,0,train,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,comp1376
MEPRYLCAINE HYDROCHLORIDE,0,train,CCCNC(C)(C)COC(=O)c1ccccc1.Cl,comp1377
PHENOBARBITAL,0,test,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,comp1378
TAMSULOSIN HYDROCHLORIDE,0,train,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,comp1379
MODALINE SULFATE,0,train,Cc1nccnc1N1CCCCC1.O=S(=O)(O)O,comp1380
