,comp_id,bioactivity,data_split,smiles
488731,CHEMBL309347,1,train,COc1ccc(-c2[nH]c3nccnc3c2C(C)C)cc1
491153,CHEMBL3099832,1,test,Cn1cc(C2=C(c3nn(CCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21
491158,CHEMBL3099833,1,test,Cn1cc(C2=C(c3nn(CCCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21
491159,CHEMBL3099834,1,train,C=Cn1cc(C2=C(c3nn(CCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21
491161,CHEMBL3099835,1,train,CC(C)n1cc(C2=C(c3nn(CCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21
491166,CHEMBL3099836,1,test,O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ncccc23)=C1c1cn(Cc2ccccc2)c2ccccc12
491167,CHEMBL3099837,1,train,C=CCn1cc(C2=C(c3nn(CCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21
491168,CHEMBL3099838,1,test,O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ncccc23)=C1c1cn(CCCN2CCOCC2)c2ccccc12
491169,CHEMBL3099839,1,test,O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ncccc23)=C1c1cn(CCCn2ccnc2)c2ccccc12
491170,CHEMBL3099840,1,train,O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ncccc23)=C1c1c[nH]c2ccccc12
491171,CHEMBL3099842,1,train,O=C1NC(=O)C(c2n[nH]c3ncccc23)=C1c1c[nH]c2ccccc12
491387,CHEMBL310036,1,train,Clc1ccc(-c2[nH]c3nccnc3c2Cc2ccccc2)cc1
495250,CHEMBL3110134,1,train,O=C1NC(=O)c2c1c1cnn(-c3ccccc3)c1n1cccc21
495251,CHEMBL3110135,1,train,O=C1NC(=O)c2c1c1cnn(-c3ccccc3Cl)c1n1cccc21
495252,CHEMBL3110138,1,train,Cc1ccccc1-n1ncc2c3c(c4cccn4c21)C(=O)NC3=O
495253,CHEMBL3110139,1,train,COc1ccccc1-n1ncc2c3c(c4cccn4c21)C(=O)NC3=O
495257,CHEMBL3110140,1,train,Cc1nn(-c2ccccc2)c2c1c1c(c3cccn32)C(=O)NC1=O
495258,CHEMBL3110142,1,train,Cc1ccccc1-n1nc(C)c2c3c(c4cccn4c21)C(=O)NC3=O
495259,CHEMBL3110143,1,train,Cc1nn(-c2ccccc2Cl)c2c1c1c(c3cccn32)C(=O)NC1=O
495260,CHEMBL3110144,1,train,Cc1nn(-c2ccc(Cl)cc2Cl)c2c1c1c(c3cccn32)C(=O)NC1=O
495526,CHEMBL311228,1,test,CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21
498561,CHEMBL311935,0,train,Cc1c[nH]c2cc(-c3ccccc3)nc-2n1
499024,CHEMBL312065,0,train,COc1cc(-c2cc3[nH]ccnc-3n2)cc(OC)c1OC
500453,CHEMBL3125370,1,test,O=C1Nc2cc(Br)ccc2/C1=c1/[nH]c2ccccc2/c1=C\\O
500831,CHEMBL3125890,1,test,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12
509499,CHEMBL316485,1,train,CN1C(=O)Cc2c([nH]c3ccc(Br)cc23)-c2ccccc21
509525,CHEMBL316512,1,train,O=C1Cc2c([nH]c3cc(Cl)cc(Cl)c23)-c2ccccc2N1
509858,CHEMBL316940,1,train,O=C1Cc2c([nH]c3ccccc23)-c2cc(Br)ccc2N1
510066,CHEMBL317150,1,train,CCc1cccc2c3c([nH]c12)-c1ccccc1NC(=O)C3
510338,CHEMBL317562,0,train,CC(C)(C)OC(=O)N1C(=O)Cc2c(n(C(=O)OC(C)(C)C)c3ccc(Br)cc23)-c2ccccc21
510623,CHEMBL317964,1,train,Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3
510824,CHEMBL318208,1,train,Cn1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2
512169,CHEMBL318471,1,train,O=C1Cc2c([nH]c3c(Cl)cccc23)-c2ccccc2N1
512247,CHEMBL3185434,1,train,COc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)cc32)cc1
513964,CHEMBL318911,1,train,O=C1Cc2c([nH]c3c(Br)cccc23)-c2ccccc2N1
515901,CHEMBL319265,1,test,CN1CCN(C)CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CC1
516476,CHEMBL319373,1,train,COc1cc2c(cc1OC)-c1[nH]c3ccc(Br)cc3c1CC(=O)N2
516948,CHEMBL319467,1,test,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
522444,CHEMBL321315,1,test,CN1CCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCCOCC1
522767,CHEMBL321421,1,validation,CCN(CC)Cc1c(C(=O)N/N=C/c2ccncc2)nnn1-c1nonc1N
522959,CHEMBL321529,1,train,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCN(CCO)CCOCCn1cc2c2ccccc21
524597,CHEMBL3217793,1,train,COc1cc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2c(OC)c1O
525064,CHEMBL3218297,1,test,CS(=O)(=O)O.O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1
528029,CHEMBL3221391,0,train,COc1cc2c(oc3ncc(OCc4ccccc4)c(-c4ccccc4)c32)c2ccccc12
528030,CHEMBL3221392,1,train,CNC(=O)c1cnc2oc3ccc(O)cc3c2c1-c1ccccc1
528031,CHEMBL3221394,1,train,CCCNC(=O)c1cnc2oc3ccc(O)cc3c2c1-c1ccccc1
528032,CHEMBL3221395,1,train,NCCNC(=O)c1cnc2oc3ccc(O)cc3c2c1-c1ccccc1
532341,CHEMBL323657,1,train,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2sccc2N1
533454,CHEMBL323944,1,test,Nc1nonc1-n1nnc(-c2n[nH]c(-c3ccncc3)n2)c1CN1CCCC1
533562,CHEMBL324064,1,train,C=C(C)n1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2
533702,CHEMBL324268,1,train,COc1ccccc1C1=C(c2cn(CCCN)c3ncccc23)C(=O)NC1=O
534911,CHEMBL325353,1,test,Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccncc2)c1CN1CCCCC1
534963,CHEMBL325403,1,train,COc1ccc2c(c1)-c1[nH]c3ccc([N+](=O)[O-])cc3c1CC(=O)N2
535144,CHEMBL325654,1,train,COc1cc2c(cc1OC)-c1[nH]c3ccc(C#N)cc3c1CC(=O)N2
535277,CHEMBL325817,1,train,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccc1C(F)(F)F
536806,CHEMBL326208,1,train,COc1ccccc1C1=C(c2cn(CCCNS(C)(=O)=O)c3ncccc23)C(=O)NC1=O
537736,CHEMBL3263640,0,test,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1
539168,CHEMBL326531,1,test,O[C@]12C=C(c3[nH]ccc4c5ccccc5nc3-4)[C@@H]3CCN(CCCC/C=C\\CC1)C[C@@]31C[C@@H]3/C=C\\CCCCN3[C@H]12
539309,CHEMBL326688,1,train,CN(C)CCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2cccnc21
539329,CHEMBL326705,1,test,Nc1nonc1-n1nnc(-c2n[nH]c(-c3ccncc3)n2)c1CN1CCCCC1
539514,CHEMBL326971,1,train,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccc1Cl
540754,CHEMBL328164,1,train,CSC1=Nc2ccccc2-c2[nH]c3ccc(Br)cc3c2C1
540807,CHEMBL328194,1,train,COc1cc2c(cc1OC)-c1[nH]c3ccc(C(F)(F)F)cc3c1CC(=O)N2
541037,CHEMBL328441,0,train,O=Cc1cccs1
541230,CHEMBL328627,1,train,CCn1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2
544368,CHEMBL3290430,0,train,Cl.N=C(N)Nc1ccc(Oc2ccc(NC(=N)N)cc2)cc1
544370,CHEMBL3290431,0,train,Cl.N=C(N)Nc1ccc(Oc2cccc(NC(=N)N)c2)cc1
544372,CHEMBL3290432,0,test,Cl.N=C(N)Nc1ccc(C(=O)c2cccc(NC(=N)N)c2)cc1
544374,CHEMBL3290433,0,test,Cl.N=C(N)Nc1ccc(Cc2cccc(NC(=N)N)c2)cc1
544376,CHEMBL3290434,0,train,Cl.N=C(N)Nc1ccc(Nc2cccc(NC(=N)N)c2)cc1
544378,CHEMBL3290435,0,test,Cl.c1cc(NC2=NCCN2)cc(Oc2ccc(NC3=NCCN3)cc2)c1
544380,CHEMBL3290436,0,test,Cl.O=C(c1ccc(NC2=NCCN2)cc1)c1cccc(NC2=NCCN2)c1
544382,CHEMBL3290437,0,test,Cl.c1cc(Cc2ccc(NC3=NCCN3)cc2)cc(NC2=NCCN2)c1
544384,CHEMBL3290438,0,train,Cl.N=C(N)Nc1cccc(Oc2ccc(NC(=N)Nc3ccccc3)cc2)c1
544491,CHEMBL329063,1,train,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2cc(O)c(O)cc2N1
544538,CHEMBL3290687,0,train,Cl.N=C(N)Nc1cccc(C(=O)c2ccc(NC(=N)Nc3ccccc3)cc2)c1
544540,CHEMBL3290688,0,train,Cl.N=C(N)Nc1cccc(Cc2ccc(NC(=N)Nc3ccccc3)cc2)c1
544542,CHEMBL3290689,0,train,Cl.N=C(N)Nc1cccc(Nc2ccc(NC(=N)Nc3ccccc3)cc2)c1
544545,CHEMBL3290690,0,train,Cl.N=C(N)Nc1ccc(Oc2cccc(NC(=N)Nc3ccccc3)c2)cc1
544547,CHEMBL3290691,0,train,Cl.N=C(N)Nc1ccc(Cc2cccc(NC(=N)Nc3ccccc3)c2)cc1
544549,CHEMBL3290692,0,train,Cl.N=C(N)Nc1cccc(Oc2ccc(NC(=N)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)c1
544551,CHEMBL3290693,0,train,Cl.N=C(N)Nc1cccc(C(=O)c2ccc(NC(=N)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)c1
544553,CHEMBL3290694,0,train,Cl.N=C(N)Nc1cccc(Cc2ccc(NC(=N)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)c1
544555,CHEMBL3290695,0,train,Cl.N=C(N)Nc1cccc(Nc2ccc(NC(=N)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)c1
544557,CHEMBL3290696,0,train,Cl.N=C(N)Nc1ccc(Oc2cccc(NC(=N)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)cc1
544559,CHEMBL3290697,0,train,Cl.N=C(N)Nc1ccc(Cc2cccc(NC(=N)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)cc1
544561,CHEMBL3290698,0,train,CC(=O)Nc1cccc(Oc2ccc(NC(=N)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)c1.Cl
544563,CHEMBL3290699,0,train,CC(=O)Nc1cccc(Nc2ccc(NC(=N)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)c1.Cl
545283,CHEMBL329505,1,train,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2ccccc2N1
545770,CHEMBL3298236,1,train,c1ccc(-c2ccc3[nH]ncc3c2)cc1
545943,CHEMBL3298402,1,test,CC(C)(C)CNC(=O)CC1CNC(=O)c2cc(-c3ccncc3)cn21
546147,CHEMBL3298823,1,validation,O=C(CC1CNC(=O)c2cc(-c3cn[nH]c3)cn21)NCc1cccc(F)c1
549106,CHEMBL331000,1,train,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccc(O)cc2N1
549777,CHEMBL331120,0,train,CSC1=Nc2ccccc2-c2c(c3cc([N+](=O)[O-])ccc3n2C)C1
549788,CHEMBL3311235,0,train,COc1cc(NCc2ccc(O)cc2)c2nccc(C)c2c1Oc1cccc(C(F)(F)F)c1
549789,CHEMBL3311239,0,validation,COc1cc(NCc2cccc3cccnc23)c2nccc(C)c2c1Oc1cccc(C(F)(F)F)c1
549790,CHEMBL3311242,0,train,Cc1ccnc2c(NCc3ccc(O)cc3)cc(O)c(Oc3cccc(C(F)(F)F)c3)c12
549832,CHEMBL3311308,0,validation,COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1
550087,CHEMBL331190,1,train,COc1cc2c(cc1OC)-c1[nH]c3ccc([N+](=O)[O-])cc3c1CC(=O)N2
550426,CHEMBL3314140,0,validation,Clc1ccc(-c2ccc(-c3nccn3-c3ccc(N4CCNCC4)cc3)o2)cc1
551154,CHEMBL331502,0,validation,SC1=Nc2ccccc2-c2cc(-c3ccccn3)cc(-c3cccs3)c2C1
551500,CHEMBL331722,0,train,O=C1Cc2c([nH]c3ccc(Cl)cc23)-c2cccnc2N1
551595,CHEMBL331759,0,validation,Brc1ccc2[nH]c3c(c2c1)CCCc1ccccc1-3
551711,CHEMBL331783,1,validation,O=C1Cc2c([nH]c3ncccc23)-c2ccccc2N1
551846,CHEMBL3318007,1,validation,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F
554809,CHEMBL332359,1,train,COc1ccc2c(c1)NC(=O)Cc1c-2[nH]c2ccc(C#N)cc12
555350,CHEMBL332575,1,validation,O=C1NC(=O)c2c1c1c3ccccc3ccc1c1[nH]c3ccccc3c21
556050,CHEMBL332678,1,train,CC(=O)OCn1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2
556993,CHEMBL333006,1,train,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2cc(Br)ccc2N1
557411,CHEMBL333066,1,train,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2cc(I)ccc2N1
559841,CHEMBL333829,1,validation,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccs1
560098,CHEMBL333894,1,train,CC(=O)Cc1ccc2c(c1)-c1[nH]c3ccc(C(F)(F)F)cc3c1CC(=O)N2
560418,CHEMBL334031,1,train,O=C1Cc2c([nH]c3ccc(Cl)cc23)-c2sccc2N1
560455,CHEMBL334084,1,train,COc1ccc2c(c1)NC(=O)Cc1c-2[nH]c2ccc(C(F)(F)F)cc12
562758,CHEMBL334555,1,validation,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCn1cc2c2cccnc21
565440,CHEMBL335357,1,train,O=C(CCl)c1cc(Br)cs1
567294,CHEMBL3355482,0,validation,CN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1
567890,CHEMBL3356117,0,validation,CC(=O)c1ccc(N2CCN(C(=O)CN3CC[C@@H](C(=O)Nc4ccc(O)c(Cl)c4)C3)CC2)cc1
570047,CHEMBL3358802,1,train,CCCCCCCCCCCC(=O)NNC(=O)C1Sc2ccccc2N(CC)C1=O
570048,CHEMBL3358803,1,validation,CCCCCCCCCCCC(=O)NNC(=O)C1Sc2ccccc2N(Cc2ccccc2)C1=O
571361,CHEMBL3360318,1,validation,COc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1
572046,CHEMBL3361128,1,train,O=C1/C(=C\\c2ccc(O)c(O)c2)Oc2ccccc21
572257,CHEMBL336179,1,validation,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCOCCn1cc2c2ccccc21
572837,CHEMBL336961,1,validation,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1
573101,CHEMBL337300,1,train,O=Nc1c(-c2c(O)[nH]c3ccc(I)cc23)[nH]c2ccccc12
573338,CHEMBL337642,1,validation,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCOCCOCCn1cc2c2cccnc21
577262,CHEMBL3398190,1,train,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1c[nH]c2ccccc12
577263,CHEMBL3398191,1,train,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccccc21
577264,CHEMBL3398192,1,train,Cc1cccc2c(C3=C(c4nnc5ccccn45)C(=O)NC3=O)cn(C)c12
577265,CHEMBL3398193,1,train,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2cc(F)ccc21
577266,CHEMBL3398194,1,train,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccc(F)cc21
577267,CHEMBL3398195,1,train,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2cc(Cl)ccc21
577268,CHEMBL3398196,1,train,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccc(Cl)cc21
577269,CHEMBL3398197,1,train,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2cc(Br)ccc21
577270,CHEMBL3398198,1,train,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccc(Br)cc21
577271,CHEMBL3398199,1,train,COc1ccc2c(c1)c(C1=C(c3nnc4ccccn34)C(=O)NC1=O)cn2C
577272,CHEMBL3398200,1,train,C=CCn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccccc21
577273,CHEMBL3398201,1,train,CCCCn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccccc21
577274,CHEMBL3398202,1,train,CC(C)n1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccccc21
577275,CHEMBL3398203,1,validation,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1cn(CCCn2ccnc2)c2ccccc12
577276,CHEMBL3398204,1,train,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1cn(CCCO)c2ccccc12
577277,CHEMBL3398205,1,validation,O=C1NC(=O)C(c2nnc3ccccn23)=C1c1cn(CCCN2CCOCC2)c2ccccc12
578232,CHEMBL3401114,1,train,Cn1c(N2CCOCC2)nc(-c2ccncc2F)cc1=O
578233,CHEMBL3401115,1,train,CC(C)C1CN(c2nc(-c3ccncc3F)cc(=O)n2C)CCO1
578234,CHEMBL3401116,1,train,CCCCC1CN(c2nc(-c3ccncc3F)cc(=O)n2C)CCO1
578235,CHEMBL3401117,1,validation,Cn1c(N2CCOC(C3CCC3)C2)nc(-c2ccncc2F)cc1=O
578236,CHEMBL3401118,1,train,C[C@@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C
578238,CHEMBL3401119,1,train,CC[C@@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C
578239,CHEMBL3401120,1,train,CC(C)[C@@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C
578240,CHEMBL3401121,1,train,C[C@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C
578241,CHEMBL3401122,1,train,CC[C@H]1COCCN1c1nc(-c2ccncc2F)cc(=O)n1C
578242,CHEMBL3401123,1,train,C[C@@H]1CN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@H](C)CO1
578243,CHEMBL3401124,1,train,C[C@@H]1CO[C@@H](C)CN1c1nc(-c2ccncc2F)cc(=O)n1C
578244,CHEMBL3401125,1,train,C[C@@H]1OCCN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@@H]1C
578245,CHEMBL3401126,1,train,C[C@@H]1OCCN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@H]1C
578246,CHEMBL3401127,1,train,C[C@@H]1[C@@H](C)OCCN1c1nc(-c2ccncc2F)cc(=O)n1C
578247,CHEMBL3401128,1,train,CC1N(c2nc(-c3ccncc3F)cc(=O)n2C)CCOC1(C)C
578248,CHEMBL3401129,1,train,Cn1c(N2CCO[C@@H]3CCC[C@H]32)nc(-c2ccncc2F)cc1=O
578249,CHEMBL3401130,1,train,Cn1c(N2CCO[C@H]3CCC[C@@H]32)nc(-c2ccncc2F)cc1=O
578250,CHEMBL3401131,1,validation,Cn1c(N2CCO[C@@H]3CCCC[C@H]32)nc(-c2ccncc2F)cc1=O
578251,CHEMBL3401132,1,validation,Cn1c(N2CCO[C@@H]3COC[C@H]32)nc(-c2ccncc2F)cc1=O
579360,CHEMBL340259,1,validation,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCn1cc2c2ccccc21
581519,CHEMBL340776,1,validation,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCOCCn1cc2c2cccnc21
582935,CHEMBL340935,1,validation,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCn1cc2c2cccnc21
583454,CHEMBL3410087,1,train,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)s1
583455,CHEMBL3410088,1,train,Cc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(N)=O
583456,CHEMBL3410089,1,train,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(N)=O
583457,CHEMBL3410090,1,train,CC(C)Oc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(N)=O
583458,CHEMBL3410091,1,train,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CC1
583459,CHEMBL3410092,1,validation,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OC1CCC1
583460,CHEMBL3410093,1,train,COc1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1C(N)=O
583461,CHEMBL3410094,1,validation,O=C1NCCc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc21
583462,CHEMBL3410095,1,validation,O=C1NCc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc21
583463,CHEMBL3410096,1,validation,O=C1NCCCc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc21
583464,CHEMBL3410097,1,validation,O=C1NCCOc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc21
583465,CHEMBL3410098,1,validation,O=C1CCCc2cc(-c3ccnc(NC(=O)C4CC4)c3)ccc2N1
583466,CHEMBL3410099,1,validation,O=C(Nc1cc(-c2ccc3cccnc3c2)ccn1)C1CC1
583468,CHEMBL3410100,1,validation,O=C(Nc1cc(-c2ccc3ccncc3c2)ccn1)C1CC1
583469,CHEMBL3410101,1,validation,O=C(Nc1cc(-c2ccc3ncccc3c2)ccn1)C1CC1
583470,CHEMBL3410102,1,validation,O=C(Nc1cc(-c2ccc3ccccc3c2)ccn1)C1CC1
583471,CHEMBL3410103,1,train,NC(=O)c1ccc(-c2ccnc(NC(=O)C3CC3)c2)cn1
583472,CHEMBL3410104,1,train,COc1cc(-c2ccnc(NC(=O)C3CC3)c2)cnc1C(N)=O
583473,CHEMBL3410105,1,train,COc1cc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O
583474,CHEMBL3410106,1,train,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)cc1OCC(F)(F)F
583475,CHEMBL3410107,1,train,CC(C)Oc1cc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O
583476,CHEMBL3410108,1,validation,Cn1nc(C(N)=O)cc1-c1ccnc(NC(=O)C2CC2)c1
583477,CHEMBL3410109,1,validation,NC(=O)c1cnc(-c2ccnc(NC(=O)C3CC3)c2)cn1
583478,CHEMBL3410110,1,train,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O
583479,CHEMBL3410111,1,train,CC(C)Oc1nc(-c2ccnc(NC(=O)C3CC3)c2)ncc1C(N)=O
583480,CHEMBL3410112,1,validation,NC(=O)c1ccc(-c2ccnc(NC(=O)C3CC3)c2)nn1
585081,CHEMBL341572,1,train,O=C(CCl)c1c(Br)sc(Br)c1Br
585675,CHEMBL341655,1,train,CC(=O)c1csc(C(=O)CCl)c1
588403,CHEMBL342402,1,train,O=C(CCl)c1cc(Cl)c(Cl)s1
589695,CHEMBL34267,0,validation,COc1ccc(-c2csc3c2-n2cccc2C3=O)cc1OCc1ccccc1
593334,CHEMBL343821,0,train,O=C(CCl)c1cscc1Cl
594069,CHEMBL344719,0,train,Cc1cc(C(=O)CCl)c(C)s1
594118,CHEMBL344800,0,train,CC(C)(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(-c2cccc(N)c2)n1
606297,CHEMBL355496,1,train,O=Nc1c(-c2c(O)[nH]c3cc(Br)ccc23)[nH]c2ccccc12
607017,CHEMBL356459,1,train,O=C(CCl)c1cc(Cl)sc1Cl
607526,CHEMBL357136,1,train,O=C(CCl)c1scc(Br)c1Br
611844,CHEMBL35864,0,train,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1OC
613118,CHEMBL3589662,1,validation,O=C(O)c1nc2ccccc2c2[nH]c3c(I)cccc3c12
614220,CHEMBL359135,0,train,O=C(CCl)c1cccs1
614816,CHEMBL3593777,1,validation,N#Cc1ccc(N2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@@H](F)C2)nc1
615370,CHEMBL359482,1,validation,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1
615374,CHEMBL359486,1,validation,CN(C)CCCn1nc(C2=C(c3cn(-c4cnc5ccccc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21
615433,CHEMBL359554,1,train,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1
616322,CHEMBL359794,1,train,N#Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1
616465,CHEMBL359808,1,validation,CN(C)CCCn1nc(C2=C(c3cn(-c4cncc5ccccc45)c4ccccc34)C(=O)NC2=O)c2ccccc21
616609,CHEMBL359963,1,train,CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1
616643,CHEMBL359999,1,train,COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1
618077,CHEMBL3601951,1,train,Cc1nnc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)o1
618089,CHEMBL360206,1,train,COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(C(F)(F)F)c1
618161,CHEMBL360304,1,validation,CN(C)CCCn1nc(C2=C(c3cn(-c4cccc5ccccc45)c4ccccc34)C(=O)NC2=O)c2ccccc21
618223,CHEMBL360340,1,validation,COc1ccc(-c2cc3c(NC(=O)C4CCCCC4)ncnc3o2)cc1
618359,CHEMBL360408,1,train,c1ccc(Nc2nccc(-c3c(-c4ccccc4)nn4ncccc34)n2)cc1
619177,CHEMBL360534,1,train,O=C(Nc1ncnc2oc(-c3ccccc3)cc12)C1CC1
619505,CHEMBL360573,1,train,CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(C#N)cnn23)cc1
620321,CHEMBL360878,1,train,CCCCCC(=O)Nc1ncnc2oc(-c3ccc(OC)cc3)cc12
621243,CHEMBL361038,1,train,Cc1ccc2c(-c3ccnc(Nc4ccc(Cl)c(C(F)(F)F)c4)n3)c(-c3ccc(F)cc3)nn2n1
621365,CHEMBL361196,1,validation,O=C(Nc1ncnc2oc(-c3cccnc3)cc12)C1CC1
621464,CHEMBL361231,0,validation,CC(C)COc1cc(Nc2ccc(S(=O)(=O)N(C)C)cc2)n2ncc(C(C)C)c2n1
622187,CHEMBL361348,0,train,CC(C)c1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)cc3)cc(N[C@H]3CC[C@H](N)CC3)nc12
622799,CHEMBL361567,1,validation,COc1ccc(-c2oc3ncnc(N)c3c2-c2cccnc2)cc1
